xprize_subdomain,test,test_label,sex_label,age_label,age_bin,N,N reversal 5yr,N reversal 10yr,N reversal 15yr,N reversal 20yr
Attention,dsf,Digit Span Forward,Women,50-54,50,201,0.2835820895522388,0.2835820895522388,0.25870646766169153,0.06965174129353234
Attention,dsf,Digit Span Forward,Women,55-59,55,227,0.2422907488986784,0.2422907488986784,0.2422907488986784,0.2026431718061674
Attention,dsf,Digit Span Forward,Women,60-64,60,246,0.23170731707317074,0.23170731707317074,0.23170731707317074,0.23170731707317074
Attention,dsf,Digit Span Forward,Women,65-69,65,224,0.17410714285714285,0.15178571428571427,0.15178571428571427,0.15178571428571427
Attention,dsf,Digit Span Forward,Women,70-74,70,185,0.14054054054054055,0.08108108108108109,0.08108108108108109,0.08108108108108109
Attention,dsf,Digit Span Forward,Women,75-79,75,214,0.16822429906542055,0.11682242990654206,0.11214953271028037,0.11214953271028037
Attention,dsf,Digit Span Forward,Women,80-84,80,217,0.21658986175115208,0.17972350230414746,0.16589861751152074,0.16129032258064516
Attention,dsf,Digit Span Forward,Women,85-90,85,148,0.19594594594594594,0.13513513513513514,0.12837837837837837,0.12162162162162163
Attention,dsf,Digit Span Forward,Men,50-54,50,155,0.24516129032258063,0.11612903225806452,0,0
Attention,dsf,Digit Span Forward,Men,55-59,55,204,0.3137254901960784,0.3137254901960784,0,0
Attention,dsf,Digit Span Forward,Men,60-64,60,191,0.2356020942408377,0.2356020942408377,0.041884816753926704,0
Attention,dsf,Digit Span Forward,Men,65-69,65,216,0.17592592592592593,0.17592592592592593,0.14814814814814814,0.009259259259259259
Attention,dsf,Digit Span Forward,Men,70-74,70,172,0.19186046511627908,0.19186046511627908,0.19186046511627908,0.05232558139534884
Attention,dsf,Digit Span Forward,Men,75-79,75,151,0.17218543046357615,0.17218543046357615,0.17218543046357615,0.17218543046357615
Attention,dsf,Digit Span Forward,Men,80-84,80,112,0.25,0.25,0.25,0.25
Attention,dsf,Digit Span Forward,Men,85-90,85,51,0.19607843137254902,0.17647058823529413,0.17647058823529413,0.17647058823529413
Executive Function & Processing,dsb,Digit Span Backward,Women,50-54,50,198,0.30808080808080807,0.12121212121212122,0.015151515151515152,0
Executive Function & Processing,dsb,Digit Span Backward,Women,55-59,55,225,0.29777777777777775,0.28888888888888886,0.035555555555555556,0.008888888888888889
Executive Function & Processing,dsb,Digit Span Backward,Women,60-64,60,240,0.275,0.275,0.20416666666666666,0.016666666666666666
Executive Function & Processing,dsb,Digit Span Backward,Women,65-69,65,218,0.22018348623853212,0.22018348623853212,0.22018348623853212,0.08256880733944955
Executive Function & Processing,dsb,Digit Span Backward,Women,70-74,70,185,0.22702702702702704,0.22702702702702704,0.22702702702702704,0.22702702702702704
Executive Function & Processing,dsb,Digit Span Backward,Women,75-79,75,205,0.06829268292682927,0.06829268292682927,0.06829268292682927,0.06829268292682927
Executive Function & Processing,dsb,Digit Span Backward,Women,80-84,80,215,0.24186046511627907,0.19069767441860466,0.19069767441860466,0.19069767441860466
Executive Function & Processing,dsb,Digit Span Backward,Women,85-90,85,144,0.16666666666666666,0.13194444444444445,0.125,0.125
Executive Function & Processing,dsb,Digit Span Backward,Men,50-54,50,153,0.3464052287581699,0.3006535947712418,0.09803921568627451,0.013071895424836602
Executive Function & Processing,dsb,Digit Span Backward,Men,55-59,55,200,0.315,0.315,0.245,0.065
Executive Function & Processing,dsb,Digit Span Backward,Men,60-64,60,186,0.26344086021505375,0.26344086021505375,0.26344086021505375,0.20430107526881722
Executive Function & Processing,dsb,Digit Span Backward,Men,65-69,65,213,0.215962441314554,0.215962441314554,0.215962441314554,0.215962441314554
Executive Function & Processing,dsb,Digit Span Backward,Men,70-74,70,168,0.2261904761904762,0.22023809523809523,0.22023809523809523,0.22023809523809523
Executive Function & Processing,dsb,Digit Span Backward,Men,75-79,75,150,0.11333333333333333,0.09333333333333334,0.09333333333333334,0.09333333333333334
Executive Function & Processing,dsb,Digit Span Backward,Men,80-84,80,110,0.23636363636363636,0.19090909090909092,0.18181818181818182,0.18181818181818182
Executive Function & Processing,dsb,Digit Span Backward,Men,85-90,85,51,0.19607843137254902,0.17647058823529413,0.13725490196078433,0.13725490196078433
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,50-54,50,337,0.017804154302670624,0.017804154302670624,0.01483679525222552,0.002967359050445104
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,55-59,55,326,0.03374233128834356,0.03374233128834356,0.03374233128834356,0
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,60-64,60,238,0.06722689075630252,0.06722689075630252,0.06722689075630252,0.06722689075630252
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,65-69,65,184,0.021739130434782608,0.010869565217391304,0.010869565217391304,0.010869565217391304
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,70-74,70,144,0.013888888888888888,0,0,0
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,75-79,75,89,0.0449438202247191,0.02247191011235955,0.011235955056179775,0.011235955056179775
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,80-84,80,129,0.14728682170542637,0.046511627906976744,0.031007751937984496,0.023255813953488372
Executive Function & Processing,trailsb,Trail Making Test Part B,Women,85-90,85,79,0.08860759493670886,0.0379746835443038,0.012658227848101266,0.012658227848101266
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,50-54,50,267,0.0449438202247191,0.0449438202247191,0.04119850187265917,0
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,55-59,55,294,0.017006802721088437,0.017006802721088437,0.017006802721088437,0.01020408163265306
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,60-64,60,211,0.03317535545023697,0.03317535545023697,0.03317535545023697,0.03317535545023697
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,65-69,65,162,0.012345679012345678,0.006172839506172839,0.006172839506172839,0.006172839506172839
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,70-74,70,144,0.013888888888888888,0,0,0
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,75-79,75,71,0.028169014084507043,0,0,0
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,80-84,80,78,0.10256410256410256,0.0641025641025641,0.02564102564102564,0.02564102564102564
Executive Function & Processing,trailsb,Trail Making Test Part B,Men,85-90,85,48,0.10416666666666667,0.08333333333333333,0.08333333333333333,0.08333333333333333
Memory,lmd,"Logical Memory, delayed recall",Women,50-54,50,342,0.10818713450292397,0.008771929824561403,0.0029239766081871343,0
Memory,lmd,"Logical Memory, delayed recall",Women,55-59,55,334,0.2904191616766467,0.15269461077844312,0.06287425149700598,0.017964071856287425
Memory,lmd,"Logical Memory, delayed recall",Women,60-64,60,251,0.4541832669322709,0.43824701195219123,0.36254980079681276,0.18326693227091634
Memory,lmd,"Logical Memory, delayed recall",Women,65-69,65,224,0.3169642857142857,0.17410714285714285,0.125,0.11607142857142858
